"Decade","Artist","Songs","Links"
1980,"Journey","Separate Ways Worlds Apart","/theorytab/view/journey/separate-ways"
1980,"Journey","Separate Ways","/theorytab/view/nintendo/beginning-of-a-journey-kirby-and-the-rainbow-curse"
1980,"Nintendo","Beginning of a Journey-Kirby and the Rainbow Curse","/theorytab/view/journey/separate-ways-worlds-apart"
1980,"Rod Stewart","Young Turks","/theorytab/view/rod-stewart/young-turks"
1980,"Michael Jackson","Billie Jean","/theorytab/view/michael-jackson/billie-jean"
1980,"Michael Jackson","Beat It","/theorytab/view/michael-jackson/beat-it"
1980,"Michael Jackson","Thriller","/theorytab/view/michael-jackson/thriller"
1980,"Michael Jackson","Black or White","/theorytab/view/michael-jackson/black-or-white"
1980,"Michael Jackson","Smooth Criminal","/theorytab/view/michael-jackson/smooth-criminal"
1980,"Michael Jackson","Don't Stop 'Till You Get Enough","/theorytab/view/michael-jackson/dont-stop-till-you-get-enough"
1980,"Michael Jackson","Man In The Mirror","/theorytab/view/michael-jackson/man-in-the-mirror"
1980,"Michael Jackson","Love Never Felt So Good","/theorytab/view/michael-jackson/love-never-felt-so-good"
1980,"Michael Jackson","I Just Can't Stop Loving You","/theorytab/view/michael-jackson/i-just-cant-stop-loving-you"
1980,"Michael Jackson","Earth Song","/theorytab/view/michael-jackson/earth-song"
1980,"Michael Jackson","Bad","/theorytab/view/michael-jackson/bad"
1980,"Michael Jackson","You Are Not Alone","/theorytab/view/michael-jackson/you-are-not-alone"
1980,"Michael Jackson","Break Of Dawn","/theorytab/view/michael-jackson/break-of-dawn"
1980,"Michael Jackson","Stranger In Moscow","/theorytab/view/michael-jackson/stranger-in-moscow"
1980,"Michael Jackson","Heal The World","/theorytab/view/michael-jackson/heal-the-world"
1980,"MajorVsMinor","Michael Jackson - Black or White","/theorytab/view/majorvsminor/michael-jackson---black-or-white"
1980,"Michael Jackson","Jam","/theorytab/view/michael-jackson/jam"
1980,"Michael Jackson","Why You Wanna Trip On Me","/theorytab/view/michael-jackson/why-you-wanna-trip-on-me"
1980,"Michael Jackson","She Drives Me Wild","/theorytab/view/michael-jackson/she-drives-me-wild"
1980,"Paul McCartney - Michael Jackson","Say Say Say","/theorytab/view/paul-mccartney---michael-jackson/say-say-say"
1980,"Michael Jackson","Will You Be There","/theorytab/view/michael-jackson/will-you-be-there"
1980,"Michael Jackson","Off the Wall","/theorytab/view/michael-jackson/give-into-me"
1980,"Michael Jackson","Who Is It","/theorytab/view/michael-jackson/threatened"
1980,"Michael Jackson","Michael Jackson - Thriller","/theorytab/view/michael-jackson/off-the-wall"
1980,"Michael Jackson","Man In TheMirror","/theorytab/view/michael-jackson/who-is-it"
1980,"Michael Jackson","Wanna Be Startin' Somethin'","/theorytab/view/james-egbert/michael-jackson---thriller"
1980,"Michael Jackson","This Time Around","/theorytab/view/michael-jackson/man-in-themirror"
1980,"James Egbert","Give Into Me","/theorytab/view/michael-jackson/wanna-be-startin-somethin"
1980,"Michael Jackson","Threatened","/theorytab/view/michael-jackson/this-time-around"
1980,"Chicago","Hard To Say Im Sorry","/theorytab/view/chicago/hard-to-say-im-sorry"
1980,"Sufjan Stevens","Chicago","/theorytab/view/sufjan-stevens/chicago"
1980,"Chicago","Colour My World","/theorytab/view/chicago/colour-my-world"
1980,"Chicago","25 or 6 to 4","/theorytab/view/chicago/25-or-6-to-4"
1980,"Chicago","You're The Inspiration","/theorytab/view/chicago/youre-the-inspiration"
1980,"Robert Johnson","Sweet Home Chicago","/theorytab/view/robert-johnson/sweet-home-chicago"
1980,"Grant Kirkhope","Perfect Dark - Chicago Stealth","/theorytab/view/chicago/saturday-in-the-park"
1980,"Chicago","Feelin' Stronger Every Day","/theorytab/view/grant-kirkhope/perfect-dark---chicago-stealth"
1980,"Chicago","Saturday in the Park","/theorytab/view/chicago/feelin-stronger-every-day"
1980,"Sheena Easton","What You Are","/theorytab/view/sheena-easton/what-you-are"
1980,"Sheena Easton","For Your Eyes Only","/theorytab/view/sheena-easton/for-your-eyes-only"
1980,"Rick Springfield","Jessie's Girl","/theorytab/view/rick-springfield/jessies-girl"
1980,"Rick Springfield","Human Touch","/theorytab/view/rick-springfield/human-touch"
1980,"Pat Benatar","Invincible","/theorytab/view/pat-benatar/invincible"
1980,"Pat Benatar","Promises In The Dark","/theorytab/view/pat-benatar/promises-in-the-dark"
1980,"Pat Benatar","Hit Me With Your Best Shot","/theorytab/view/pat-benatar/hit-me-with-your-best-shot"
1980,"Lionel Richie","Hello","/theorytab/view/lionel-richie/hello"
1980,"REO Speedwagon","Roll With The Changes","/theorytab/view/reo-speedwagon/roll-with-the-changes"
1980,"REO Speedwagon","Can't Fight This Feeling","/theorytab/view/reo-speedwagon/cant-fight-this-feeling"
1980,"Kenny Loggins","Footloose","/theorytab/view/kenny-loggins/footloose"
1980,"Survivor","Eye Of The Tiger","/theorytab/view/survivor/eye-of-the-tiger"
1980,"Destiny's Child","Survivor","/theorytab/view/destinys-child/survivor"
1980,"David Hasselhoff","True Survivor","/theorytab/view/david-hasselhoff/true-survivor"
1980,"Steve Jablonsky","Lone Survivor","/theorytab/view/steve-jablonsky/lone-survivor"
1980,"South Park","Princess Kenny","/theorytab/view/south-park/princess-kenny"
1980,"Prince","Breakfast Can Wait","/theorytab/view/prince/breakfast-can-wait"
1980,"Michiru Yamane","Castlevania SotN - The Tragic Prince","/theorytab/view/michiru-yamane/castlevania-sotn---the-tragic-prince"
1980,"Prince","Purple Rain","/theorytab/view/prince/purple-rain"
1980,"Bobby Prince","Running From Evil - Doom II Soundtrack","/theorytab/view/bobby-prince/running-from-evil---doom-ii-soundtrack"
1980,"ZUN","Septette for the Dead Princess","/theorytab/view/zun/septette-for-the-dead-princess"
1980,"Nintendo","Hyrule Field - Zelda Twilight Princess","/theorytab/view/nintendo/hyrule-field---zelda-twilight-princess"
1980,"Prince","If I Was Your Girlfriend","/theorytab/view/prince/if-i-was-your-girlfriend"
1980,"ZUN","Kobito of the Shining Needle - Little Princess","/theorytab/view/zun/kobito-of-the-shining-needle---little-princess"
1980,"John Williams","Han Solo And The Princess","/theorytab/view/john-williams/han-solo-and-the-princess"
1980,"Joe Hisaishi","Princess Mononoke Theme","/theorytab/view/joe-hisaishi/princess-mononoke-theme"
1980,"Nintendo","Elder Princess Shroob Battle","/theorytab/view/nintendo/elder-princess-shroob-battle"
1980,"John Williams","Princess Leia's Theme","/theorytab/view/john-williams/princess-leias-theme"
1980,"ZUN","Because Princess Inada Is Scolding Me","/theorytab/view/zun/because-princess-inada-is-scolding-me"
1980,"Ponyphonic","Lullaby for a Princess","/theorytab/view/ponyphonic/lullaby-for-a-princess"
1980,"Wan Wan","The Princess That Was Erased From History","/theorytab/view/wan-wan/the-princess-that-was-erased-from-history"
1980,"Prince","1999","/theorytab/view/prince/1999"
1980,"Mason vs Princess Superstar","Perfect Exceeder","/theorytab/view/mason-vs-princess-superstar/perfect-exceeder"
1980,"Kazumi Totaka","Kaeru no Tame ni - The Prince's Adventure","/theorytab/view/kazumi-totaka/kaeru-no-tame-ni---the-princes-adventure"
1980,"Allstar Weekend","Hey Princess","/theorytab/view/allstar-weekend/hey-princess"
1980,"Prince","I Am A Prince","/theorytab/view/lazytown/i-am-a-prince"
1980,"Prince","Maniacal Princess","/theorytab/view/zun/maniacal-princess"
1980,"Disney","DOLPHIN","/theorytab/view/prince/dolphin"
1980,"Prince","Princesa","/theorytab/view/carne-doce/princesa"
1980,"LazyTown","U Got The Look","/theorytab/view/prince/u-got-the-look"
1980,"ZUN","Nothing Compares 2 U","/theorytab/view/prince/nothing-compares-2-u"
1980,"PRINCE","Prince Ali - Aladdin","/theorytab/view/disney/prince-ali---aladdin"
1980,"Carne Doce","I Would Die 4 U","/theorytab/view/prince/i-would-die-4-u"
1980,"Air Supply","All Out Of Love","/theorytab/view/air-supply/all-out-of-love"
1980,"Air Supply","Making Love Out Of Nothing At All","/theorytab/view/air-supply/making-love-out-of-nothing-at-all"
1980,"Stevie Wonder","Sir Duke","/theorytab/view/stevie-wonder/sir-duke"
1980,"Stevie Wonder","Superstition","/theorytab/view/stevie-wonder/superstition"
1980,"Stevie Wonder","My Cheri Amour","/theorytab/view/stevie-wonder/my-cheri-amour"
1980,"Stevie Wonder","Boogie On Reggae Woman","/theorytab/view/stevie-wonder/boogie-on-reggae-woman"
1980,"Stevie Wonder","Ribbon In The Sky","/theorytab/view/stevie-wonder/ribbon-in-the-sky"
1980,"Stevie Wonder","Livin For The City","/theorytab/view/stevie-wonder/livin-for-the-city"
1980,"Stevie Wonder","Think Of Me As Your Soldier","/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
1980,"Stevie Wonder","I Wish","/theorytab/view/stevie-wonder/i-wish"
1980,"Stevie Wonder","You Are The Sunshine Of My Life","/theorytab/view/stevie-wonder/you-are-the-sunshine-of-my-life"
1980,"Stevie Wonder","For Once In My Life","/theorytab/view/stevie-wonder/for-once-in-my-life"
1980,"Stevie Wonder","Isn't She Lovely","/theorytab/view/stevie-wonder/isnt-she-lovely"
1980,"Stevie Wonder","Love's In Need of Love Today","/theorytab/view/stevie-wonder/loves-in-need-of-love-today"
1980,"Stevie Wonder","Overjoyed","/theorytab/view/stevie-wonder/overjoyed"
1980,"Stevie Wonder","As","/theorytab/view/stevie-wonder/as"
1980,"Diana Ross","It's Your Move","/theorytab/view/diana-ross/its-your-move"
1980,"Diana Ross","If We Hold On Together","/theorytab/view/diana-ross/if-we-hold-on-together"
1980,"Diana Ross","Upside Down","/theorytab/view/diana-ross/upside-down"
1980,"Duran Duran","Ordinary World","/theorytab/view/duran-duran/ordinary-world"
1980,"Duran Duran","Rio","/theorytab/view/duran-duran/rio"
1980,"Duran Duran","Hungry Like The Wolf","/theorytab/view/duran-duran/hungry-like-the-wolf"
1980,"Duran Duran","Save A Prayer","/theorytab/view/duran-duran/save-a-prayer"
1980,"Duran Duran","Come Undone","/theorytab/view/duran-duran/come-undone"
1980,"Duran Duran","Is There Something I Should Know","/theorytab/view/duran-duran/is-there-something-i-should-know"
1980,"Duran Duran","Planet Earth","/theorytab/view/duran-duran/planet-earth"
1980,"Duran Duran","Girls on Film","/theorytab/view/duran-duran/girls-on-film"
1980,"Grimes","Genesis","/theorytab/view/grimes/genesis"
1980,"Genesis","Scenes From A Night's Dream","/theorytab/view/genesis/scenes-from-a-nights-dream"
1980,"Genesis","Watcher Of The Skies","/theorytab/view/genesis/watcher-of-the-skies"
1980,"Yoko Takahashi","Neon Genesis Evangelion - Soul's Refrain","/theorytab/view/yoko-takahashi/neon-genesis-evangelion---souls-refrain"
1980,"Shiro Sagisu","Neon Genesis Evangelion - Decisive Battle","/theorytab/view/shiro-sagisu/neon-genesis-evangelion---decisive-battle"
1980,"Pendulum","Genesis","/theorytab/view/pendulum/genesis"
1980,"Ridiculon","Genesis 22-10","/theorytab/view/ridiculon/genesis-22-10"
1980,"Genesis","Many Too Many","/theorytab/view/genesis/many-too-many"
1980,"Muse","Exogenesis","/theorytab/view/muse/exogenesis"
1980,"TheFatRat","Xenogenesis","/theorytab/view/thefatrat/xenogenesis"
1980,"Celine Dion","My Heart Will Go On","/theorytab/view/celine-dion/my-heart-will-go-on"
1980,"Christina Perri","Jar Of Hearts","/theorytab/view/christina-perri/jar-of-hearts"
1980,"Sia","Elastic Heart","/theorytab/view/sia/elastic-heart"
1980,"Bonnie Tyler","Total Eclipse of the Heart","/theorytab/view/bonnie-tyler/total-eclipse-of-the-heart"
1980,"Two Steps from Hell","Heart of Courage","/theorytab/view/two-steps-from-hell/heart-of-courage"
1980,"Demi Lovato","Heart Attack","/theorytab/view/demi-lovato/heart-attack"
1980,"Toni Braxton","Unbreak My Heart","/theorytab/view/toni-braxton/unbreak-my-heart"
1980,"Nirvana","Heart Shaped Box","/theorytab/view/nirvana/heart-shaped-box"
1980,"Porter Robinson-ft Urban Cone","Lionhearted","/theorytab/view/porter-robinson-ft-urban-cone/lionhearted"
1980,"Blondie","Heart of Glass","/theorytab/view/blondie/heart-of-glass"
1980,"Kanye West","Heartless","/theorytab/view/kanye-west/heartless"
1980,"Demi Lovato","Give Your Heart A Break","/theorytab/view/demi-lovato/give-your-heart-a-break"
1980,"Sandra","Around My Heart","/theorytab/view/sandra/around-my-heart"
1980,"Toby Fox","Heartache","/theorytab/view/toby-fox/heartache"
1980,"Fall Out Boy","America's Suitehearts","/theorytab/view/fall-out-boy/americas-suitehearts"
1980,"Roxette","Listen To Your Heart","/theorytab/view/roxette/listen-to-your-heart"
1980,"Sting","Shape Of My Heart","/theorytab/view/sting/shape-of-my-heart"
1980,"John Mayer","The Heart of Life","/theorytab/view/john-mayer/the-heart-of-life"
1980,"Game Freak","Credits - Pokemon HeartGold and SoulSilver","/theorytab/view/game-freak/credits---pokemon-heartgold-and-soulsilver"
1980,"James Blunt","Bonfire Heart","/theorytab/view/james-blunt/bonfire-heart"
1980,"Joe Hisaishi","Pieces of a Broken Heart","/theorytab/view/joe-hisaishi/pieces-of-a-broken-heart"
1980,"Porter Robinson","Lionhearted-ft Urban Cone","/theorytab/view/porter-robinson/lionhearted-ft-urban-cone"
1980,"John Mayer","Half of My Heart","/theorytab/view/john-mayer/half-of-my-heart"
1980,"Yes","Heart of the Sunrise","/theorytab/view/yes/heart-of-the-sunrise"
1980,"Built By Titan","Heart And Soul","/theorytab/view/built-by-titan/heart-and-soul"
1980,"John Mayer","Dreaming With A Broken Heart","/theorytab/view/john-mayer/dreaming-with-a-broken-heart"
1980,"Selena Gomez","The Heart Wants What It Wants","/theorytab/view/selena-gomez/the-heart-wants-what-it-wants"
1980,"Kingdom Hearts","Dearly Beloved","/theorytab/view/kingdom-hearts/dearly-beloved"
1980,"The Head and The Heart","Shake","/theorytab/view/the-head-and-the-heart/shake"
1980,"Heart","What About Love","/theorytab/view/heart/what-about-love"
1980,"The White Stripes","I Want to Be the Boy to Warm Your Mother's Heart","/theorytab/view/the-white-stripes/i-want-to-be-the-boy-to-warm-your-mothers-heart"
1980,"Oasis","Stop Crying Your Heart Out","/theorytab/view/oasis/stop-crying-your-heart-out"
1980,"Twenty One Pilots","Tear In My Heart","/theorytab/view/twenty-one-pilots/tear-in-my-heart"
1980,"Green Day","Stray Heart","/theorytab/view/green-day/stray-heart"
1980,"Hoagy Carmichael","Heart And Soul","/theorytab/view/hoagy-carmichael/heart-and-soul"
1980,"Kelly Clarkson","Heartbeat Song","/theorytab/view/kelly-clarkson/heartbeat-song"
1980,"Of Monsters and Men","King and Lionheart","/theorytab/view/of-monsters-and-men/king-and-lionheart"
1980,"GRL","Ugly Heart","/theorytab/view/grl/ugly-heart"
1980,"One Direction","Heart Attack ","/theorytab/view/one-direction/heart-attack-"
1980,"Taylor Dayne","Tell It To My Heart","/theorytab/view/taylor-dayne/tell-it-to-my-heart"
1980,"Shoji Meguro","Persona 4 - Heartbeat Heartbreak","/theorytab/view/shoji-meguro/persona-4---heartbeat-heartbreak"
1980,"Klaas","Heartbeat","/theorytab/view/klaas/heartbeat"
1980,"JJAMZ","Heartbeat","/theorytab/view/jjamz/heartbeat"
1980,"ZUN","Heartfelt Fancy","/theorytab/view/zun/heartfelt-fancy"
1980,"The Knife","Heartbeats","/theorytab/view/the-knife/heartbeats"
1980,"Florence and the Machine","Rabbit Heart","/theorytab/view/florence-and-the-machine/rabbit-heart"
1980,"Neon Indian","Heart Decay","/theorytab/view/neon-indian/heart-decay"
1980,"The Blue Hearts","Linda Linda","/theorytab/view/the-blue-hearts/linda-linda"
1980,"ZUN","Pure Furies - Whereabouts of the Heart","/theorytab/view/zun/pure-furies---whereabouts-of-the-heart"
1980,"Game Freak","Viridian Forest - Pokemon HeartGold and SoulSilver","/theorytab/view/game-freak/viridian-forest---pokemon-heartgold-and-soulsilver"
1980,"Backstreet Boys","Shape of My Heart","/theorytab/view/backstreet-boys/shape-of-my-heart"
1980,"Annie","Heartbeat","/theorytab/view/annie/heartbeat"
1980,"The Avett Brothers","Kick Drum Heart","/theorytab/view/the-avett-brothers/kick-drum-heart"
1980,"Joe Cocker","Unchain my Heart","/theorytab/view/joe-cocker/unchain-my-heart"
1980,"Gym Class Heroes ft Adam Levine","Stereo Hearts","/theorytab/view/gym-class-heroes-ft-adam-levine/stereo-hearts"
1980,"Olly Murs","Heart Skips A Beat ft Rizzle Kicks","/theorytab/view/olly-murs/heart-skips-a-beat-ft-rizzle-kicks"
1980,"Nause","Hungry Hearts","/theorytab/view/nause/hungry-hearts"
1980,"Tom Petty And the Heartbreakers"," I Won't Back Down","/theorytab/view/tom-petty-and-the-heartbreakers/-i-wont-back-down"
1980,"Girls' Generation","Lion Heart","/theorytab/view/girls-generation/lion-heart"
1980,"Nsync","Tearin' Up My Heart","/theorytab/view/nsync/tearin-up-my-heart"
1980,"Rush","Closer to the Heart","/theorytab/view/rush/closer-to-the-heart"
1980,"MORTEN","Beautiful Heartbeat - Avicii Remix","/theorytab/view/morten/beautiful-heartbeat---avicii-remix"
1980,"Deee-Lite","Groove Is In The Heart","/theorytab/view/deee-lite/groove-is-in-the-heart"
1980,"adelina tahiri","HEART ON FIRE","/theorytab/view/adelina-tahiri/heart-on-fire"
1980,"Robyn","With Every Heartbeat","/theorytab/view/robyn/with-every-heartbeat"
1980,"Tom Petty And The Heartbreakers","I Won't Back Down","/theorytab/view/tom-petty-and-the-heartbreakers/i-wont-back-down"
1980,"Breathe Carolina","Platinum Hearts","/theorytab/view/breathe-carolina/platinum-hearts"
1980,"Kylie Minogue","2 Hearts","/theorytab/view/kylie-minogue/2-hearts"
1980,"Yoko Shimomura","Kingdom Hearts II - Shipmeister's Shanty","/theorytab/view/yoko-shimomura/kingdom-hearts-ii---shipmeisters-shanty"
1980,"Eli Young Band","Even If It Breaks Your Heart","/theorytab/view/eli-young-band/even-if-it-breaks-your-heart"
1980,"Modern Talking","You're My Heart You're My Soul","/theorytab/view/modern-talking/youre-my-heart-youre-my-soul"
1980,"Manowar","Heart Of Steel","/theorytab/view/manowar/heart-of-steel"
1980,"M3ox ft Heidrun","Beating Of My Heart - Matisse and Sadko Remix","/theorytab/view/m3ox-ft-heidrun/beating-of-my-heart---matisse-and-sadko-remix"
1980,"Heartsdales","Candy Pop","/theorytab/view/heartsdales/candy-pop"
1980,"Sum 41","Heart Attack","/theorytab/view/sum-41/heart-attack"
1980,"Evanescence","My Heart Is Broken","/theorytab/view/evanescence/my-heart-is-broken"
1980,"Beck","Heart Is A Drum","/theorytab/view/beck/heart-is-a-drum"
1980,"Grum","Heartbeats","/theorytab/view/grum/heartbeats"
1980,"The Beatles","Sgt Pepper's Lonely Hearts Club Band","/theorytab/view/the-beatles/sgt-peppers-lonely-hearts-club-band"
1980,"Taio Cruz","Break Your Heart","/theorytab/view/taio-cruz/break-your-heart"
1980,"Def Leppard","Bringin' On The Heartbreak","/theorytab/view/def-leppard/bringin-on-the-heartbreak"
1980,"My Heart","Subtact","/theorytab/view/my-heart/subtact"
1980,"Klonoa - Door to Phantomile","Untamed Heart","/theorytab/view/klonoa---door-to-phantomile/untamed-heart"
1980,"Karmin","Brokenhearted","/theorytab/view/karmin/brokenhearted"
1980,"Feist","Secret Heart","/theorytab/view/feist/secret-heart"
1980,"Jo Blankenburg","Gryphonheart","/theorytab/view/jo-blankenburg/gryphonheart"
1980,"The Kooks","Junk Of The Heart","/theorytab/view/the-kooks/junk-of-the-heart"
1980,"DECO 27","Streaming Heart","/theorytab/view/deco-27/streaming-heart"
1980,"Michael Bolton","Start Breaking My Heart","/theorytab/view/michael-bolton/start-breaking-my-heart"
1980,"Traverse Town","Kingdom Hearts","/theorytab/view/traverse-town/kingdom-hearts"
1980,"Joe Hisaishi and Rei Kondoh feat Archie Buchanan","Kokoro no Kakera - Pieces of a Broken Heart","/theorytab/view/joe-hisaishi-and-rei-kondoh-feat-archie-buchanan/kokoro-no-kakera---pieces-of-a-broken-heart"
1980,"Peter McConnell","Hearthstone Main Title","/theorytab/view/peter-mcconnell/hearthstone-main-title"
1980,"Game Freak","Hearthome City","/theorytab/view/game-freak/hearthome-city"
1980,"Mariah Carey","Heartbreaker","/theorytab/view/mariah-carey/heartbreaker"
1980,"Twin Atlantic","Heart And Soul","/theorytab/view/twin-atlantic/heart-and-soul"
1980,"In Hearts Wake","Healer","/theorytab/view/in-hearts-wake/healer"
1980,"Different Heaven","My Heart","/theorytab/view/different-heaven/my-heart"
1980,"ZUN","Warrior Maiden - Heart of Valkyrie","/theorytab/view/zun/warrior-maiden---heart-of-valkyrie"
1980,"Vandenberg","Burning Heart","/theorytab/view/vandenberg/burning-heart"
1980,"Eric Nam","Melt My Heart","/theorytab/view/eric-nam/melt-my-heart"
1980,"Kentarou Haneda","Wizardry V - Heart of the Maelstrom - Title","/theorytab/view/kentarou-haneda/wizardry-v---heart-of-the-maelstrom---title"
1980,"Sailor Moon","Heart Moving","/theorytab/view/sailor-moon/heart-moving"
1980,"The Asteroids Galaxy Tour","Heart Attack","/theorytab/view/the-asteroids-galaxy-tour/heart-attack"
1980,"Pink Floyd","Atom Heart Mother","/theorytab/view/pink-floyd/atom-heart-mother"
1980,"The Oh Hellos","Hello My Old Heart","/theorytab/view/the-oh-hellos/hello-my-old-heart"
1980,"Bonnie Tyler","It's a Heartache","/theorytab/view/bonnie-tyler/its-a-heartache"
1980,"Brolle Jr","Heartbreak City","/theorytab/view/brolle-jr/heartbreak-city"
1980,"Wilco","I Am Trying to Break Your Heart","/theorytab/view/wilco/i-am-trying-to-break-your-heart"
1980,"Kylie Minogue","Hand On Your Heart","/theorytab/view/kylie-minogue/hand-on-your-heart"
1980,"Beach House","Heart of Chambers","/theorytab/view/beach-house/heart-of-chambers"
1980,"Juice Newton","Queen of Hearts","/theorytab/view/shota-kageyama/an-unwavering-heart"
1980,"Strange Talk","Young Hearts","/theorytab/view/porter-robinson/lionhearted"
1980,"You Am I","Heavy Heart","/theorytab/view/madonna/open-your-heart"
1980,"Coldabank","Heart Strings - The Writers Block Remix","/theorytab/view/fever-ray/if-i-had-a-heart"
1980,"Lady Gaga","Diamond Heart","/theorytab/view/amy-grant/every-heartbeat"
1980,"Marina and the Diamonds","How to be a Heartbreaker","/theorytab/view/leighton-meester/heartstrings"
1980,"Duke Ellington","I Let A Song Go Out Of My Heart","/theorytab/view/delegation/heartache-no-9"
1980,"Tom Petty and the Heartbreakers","Refugee","/theorytab/view/twice/heart-shaker"
1980,"LOONA CHUU","Heart Attack","/theorytab/view/taylor-swift/king-of-my-heart"
1980,"Colony 5","Synchronized Hearts","/theorytab/view/mitski/washing-machine-heart"
1980,"Mitski","Washing Machine Heart","/theorytab/view/candy-island-with-sachiko-koshimizu/heart-voice"
1980,"CANDY ISLAND with Sachiko Koshimizu","Heart Voice","/theorytab/view/gaia---armin-van-buuren/empire-of-hearts"
1980,"Shota Kageyama","An Unwavering Heart","/theorytab/view/blasterjaxx-and-marnik/heart-starts-to-beat"
1980,"Porter Robinson","Lionhearted","/theorytab/view/nsync/tearin-up-my-heart"
1980,"Madonna","Open Your Heart","/theorytab/view/alabama-shakes/heartbreaker"
1980,"Fever Ray","If I Had A Heart","/theorytab/view/pokemon/heartgold-soulsilver-title-screen"
1980,"Amy Grant","Every Heartbeat","/theorytab/view/kylie-minogue/heart-beat-rock"
1980,"Leighton Meester","Heartstrings","/theorytab/view/gryffin/whole-heart-ft-bipolar-sunshine"
1980,"Delegation","Heartache No 9","/theorytab/view/nana-mizuki/heart-shaped-chant"
1980,"Twice","Heart Shaker","/theorytab/view/britney-spears/from-the-bottom-of-my-broken-heart"
1980,"Taylor Swift","King Of My Heart","/theorytab/view/jimmy-ruffin/what-becomes-of-the-brokenhearted"
1980,"Jimmy Ruffin","What Becomes Of The Brokenhearted","/theorytab/view/steps/loves-got-a-hold-on-my-heart"
1980,"Gaia - Armin Van Buuren","Empire Of Hearts","/theorytab/view/tom-petty-and-the-heartbreakers/mary-janes-last-dance"
1980,"Blasterjaxx and Marnik","Heart Starts To Beat","/theorytab/view/backstreet-boys/quit-playing-games-with-my-heart"
1980,"Nsync","Tearin Up My Heart","/theorytab/view/melodys-echo-chamber/cross-my-heart"
1980,"Alabama Shakes","Heartbreaker","/theorytab/view/james-horner/braveheart---wallace-courts-murron"
1980,"Pokemon","HeartGold SoulSilver Title Screen","/theorytab/view/owl-city/if-my-heart-was-a-house"
1980,"Kylie Minogue","Heart Beat Rock","/theorytab/view/heart/alone"
1980,"Gryffin","Whole Heart ft Bipolar Sunshine","/theorytab/view/metronomy/heartbreaker"
1980,"Nana Mizuki","Heart-shaped Chant","/theorytab/view/jack-johnson/you-and-your-heart"
1980,"Britney Spears","From The Bottom Of My Broken Heart","/theorytab/view/miley-cyrus/nothing-breaks-like-a-heart"
1980,"Miley Cyrus","Nothing Breaks Like A Heart","/theorytab/view/strange-talk/young-hearts"
1980,"Steps","Love's Got A Hold On My Heart","/theorytab/view/you-am-i/heavy-heart"
1980,"Tom Petty and the Heartbreakers","Mary Jane's Last Dance","/theorytab/view/coldabank/heart-strings---the-writers-block-remix"
1980,"Backstreet Boys","Quit Playing Games With My Heart","/theorytab/view/lady-gaga/diamond-heart"
1980,"Melody's Echo Chamber","Cross My Heart","/theorytab/view/marina-and-the-diamonds/how-to-be-a-heartbreaker"
1980,"James Horner","Braveheart - Wallace Courts Murron","/theorytab/view/duke-ellington/i-let-a-song-go-out-of-my-heart"
1980,"Owl City","If My Heart Was A House","/theorytab/view/tom-petty-and-the-heartbreakers/refugee"
1980,"Heart","Alone","/theorytab/view/loona-chuu/heart-attack"
1980,"Metronomy","Heartbreaker","/theorytab/view/colony-5/synchronized-hearts"
1980,"Juice Newton","Heart Voice","/theorytab/view/coldabank/heart-strings---the-writers-block-remix"
1980,"Celine Dion","My Heart Will Go On","/theorytab/view/celine-dion/my-heart-will-go-on"
1980,"Christina Perri","Jar Of Hearts","/theorytab/view/christina-perri/jar-of-hearts"
1980,"Sia","Elastic Heart","/theorytab/view/sia/elastic-heart"
1980,"Bonnie Tyler","Total Eclipse of the Heart","/theorytab/view/bonnie-tyler/total-eclipse-of-the-heart"
1980,"Two Steps from Hell","Heart of Courage","/theorytab/view/two-steps-from-hell/heart-of-courage"
1980,"Demi Lovato","Heart Attack","/theorytab/view/demi-lovato/heart-attack"
1980,"Toni Braxton","Unbreak My Heart","/theorytab/view/toni-braxton/unbreak-my-heart"
1980,"Nirvana","Heart Shaped Box","/theorytab/view/nirvana/heart-shaped-box"
1980,"Porter Robinson-ft Urban Cone","Lionhearted","/theorytab/view/porter-robinson-ft-urban-cone/lionhearted"
1980,"Blondie","Heart of Glass","/theorytab/view/blondie/heart-of-glass"
1980,"Kanye West","Heartless","/theorytab/view/kanye-west/heartless"
1980,"Demi Lovato","Give Your Heart A Break","/theorytab/view/demi-lovato/give-your-heart-a-break"
1980,"Sandra","Around My Heart","/theorytab/view/sandra/around-my-heart"
1980,"Toby Fox","Heartache","/theorytab/view/toby-fox/heartache"
1980,"Fall Out Boy","America's Suitehearts","/theorytab/view/fall-out-boy/americas-suitehearts"
1980,"Roxette","Listen To Your Heart","/theorytab/view/roxette/listen-to-your-heart"
1980,"Sting","Shape Of My Heart","/theorytab/view/sting/shape-of-my-heart"
1980,"John Mayer","The Heart of Life","/theorytab/view/john-mayer/the-heart-of-life"
1980,"Game Freak","Credits - Pokemon HeartGold and SoulSilver","/theorytab/view/game-freak/credits---pokemon-heartgold-and-soulsilver"
1980,"James Blunt","Bonfire Heart","/theorytab/view/james-blunt/bonfire-heart"
1980,"Joe Hisaishi","Pieces of a Broken Heart","/theorytab/view/joe-hisaishi/pieces-of-a-broken-heart"
1980,"Porter Robinson","Lionhearted-ft Urban Cone","/theorytab/view/porter-robinson/lionhearted-ft-urban-cone"
